,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
34812,55709,UAL2775,UA2775,a2b8b8,N2747U,,KSFO,VHHH,2020-04-05 00:19:57+00:00,2020-04-06 12:22:06+00:00,20200406,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
36034,57947,CSN446,CZ446,780daa,B-2028,B77L,KLAX,VTBS,2020-04-05 06:01:48+00:00,2020-04-06 03:27:14+00:00,20200406,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
36099,58103,CSN465,CZ465,780aeb,B-2041,B77L,EHAM,EGSS,2020-04-05 06:45:22+00:00,2020-04-06 08:00:29+00:00,20200406,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,London Stansted Airport,51.8849983215,0.23499999940400002,348.0,EU,GB,GB-ENG,London,EGSS,STN,
36219,58373,QTR875,QR875,06a077,A7-BAJ,B77W,OTHH,OTHH,2020-04-05 08:02:27+00:00,2020-04-06 02:09:56+00:00,20200406,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
36260,58479,QFA129,QF129,7c531f,VH-QPD,A333,YSSY,YSSY,2020-04-05 08:29:36+00:00,2020-04-06 07:30:14+00:00,20200406,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
36346,58689,UPS32,5X32,a75039,N570UP,B744,KSDF,YSSY,2020-04-05 09:21:08+00:00,2020-04-06 06:20:59+00:00,20200406,Louisville Muhammad Ali International Airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,KSDF,SDF,SDF,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
36615,9706,CLX7947,CV7947,4d012d,LX-KCL,B744,ELLX,WSSS,2020-04-05 10:44:58+00:00,2020-04-06 00:21:20+00:00,20200406,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,
36789,59534,CLX7419,CV7419,4d0102,LX-VCC,B748,VHHH,ELLX,2020-04-05 11:19:11+00:00,2020-04-06 01:56:27+00:00,20200406,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,
36960,18141,SIA38,SQ38,76cd41,9V-SJA,A359,WSSS,KLAX,2020-04-05 11:54:50+00:00,2020-04-06 02:47:11+00:00,20200406,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
36962,59843,UAL2797,UA2797,a290d0,N2644U,B77W,VHHH,KHHR,2020-04-05 11:56:04+00:00,2020-04-06 00:09:31+00:00,20200406,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR
37263,60303,AAR285,OZ285,71be20,HL7620,B744,KSFO,RKSI,2020-04-05 12:41:08+00:00,2020-04-06 00:32:46+00:00,20200406,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
