,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
647160,LCO1505,UC1505,a6c044,N534LA,,SBKP,KMIA,2020-03-30 11:17:17+00:00,2020-03-31 00:53:05+00:00,20200331,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR,BR-SP,Campinas,SBKP,VCP,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
647221,CAL5117,CI5117,899107,B-18721,B744,KLAX,RCTP,2020-03-30 11:28:17+00:00,2020-03-31 01:14:28+00:00,20200331,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
648029,LCO1107,,e80241,CC-CZZ,B763,KMIA,SAEZ,2020-03-30 13:13:08+00:00,2020-03-31 00:16:49+00:00,20200331,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA,Ministro Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires,SAEZ,EZE,EZE
648059,UAL2773,UA2773,a1cac9,N2140U,B77W,VHHH,KHHR,2020-03-30 13:16:52+00:00,2020-03-31 01:12:56+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR
648116,PAC8976,PO8976,a603b0,N487MC,B744,PANC,VHHH,2020-03-30 13:24:22+00:00,2020-03-31 00:21:17+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
648117,CAL5118,CI5118,89911c,B-18723,B744,RCTP,KLAX,2020-03-30 13:24:27+00:00,2020-03-31 00:25:48+00:00,20200331,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
648148,UAL2778,UA2778,a2e014,N2846U,,VHHH,KHHR,2020-03-30 13:28:25+00:00,2020-03-31 01:17:48+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR
648188,CAL5167,CI5167,899102,B-18716,B744,KLAX,RCTP,2020-03-30 13:33:41+00:00,2020-03-31 03:28:19+00:00,20200331,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
648242,PAC214,PO214,ababb7,N851GT,B748,RKSI,KCVG,2020-03-30 13:39:38+00:00,2020-03-31 04:31:26+00:00,20200331,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG
648363,DLH9912,,3c64f5,D-AIGU,A343,EDDF,MROC,2020-03-30 13:55:21+00:00,2020-03-31 01:37:30+00:00,20200331,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Juan Santamaria International Airport,9.993860244750977,-84.20880126953125,3021.0,,CR,CR-A,San Jose,MROC,SJO,
648434,CSN466,CZ466,7804c6,B-2071,B77L,EDDF,ZGGG,2020-03-30 14:02:29+00:00,2020-03-31 00:48:55+00:00,20200331,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Guangzhou Baiyun International Airport,23.39240074157715,113.29900360107422,50.0,AS,CN,CN-44,Guangzhou,ZGGG,CAN,
648503,GTI33,,abc96f,N859GT,B748,SAEZ,KMIA,2020-03-30 14:09:54+00:00,2020-03-31 02:19:56+00:00,20200331,Ministro Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires,SAEZ,EZE,EZE,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
648544,SOO276,9S276,a98c7a,N714SA,B77L,VHHH,KCVG,2020-03-30 14:14:24+00:00,2020-03-31 04:14:19+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG
648551,THY6568,TK6568,a97c49,N710CK,,KATL,LTBA,2020-03-30 14:15:33+00:00,2020-03-31 00:35:52+00:00,20200331,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL,Atat眉rk International Airport,40.976898,28.8146,163.0,AS,TR,TR-34,Istanbul,LTBA,ISL,
648709,BAW49,BA49,406f74,G-ZBKH,B789,EGLL,KSEA,2020-03-30 14:36:47+00:00,2020-03-31 00:20:42+00:00,20200331,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
648739,BAW193,BA193,4007f2,G-YMMG,B772,EGLL,KDFW,2020-03-30 14:40:23+00:00,2020-03-31 00:28:48+00:00,20200331,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW
648753,CPA3195,CX3195,780a29,B-LJG,B748,PANC,VHHH,2020-03-30 14:43:11+00:00,2020-03-31 01:22:56+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
648771,FDX15,,ac4d43,N892FD,B77L,PANC,RKSI,2020-03-30 14:45:25+00:00,2020-03-31 02:20:13+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
648816,BAW16,BA16,406b05,G-STBL,B77W,WSSS,EGLL,2020-03-30 14:52:07+00:00,2020-03-31 03:34:42+00:00,20200331,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
648851,BAW5,BA5,406f7b,G-ZBKO,B789,EGLL,RJTT,2020-03-30 14:57:03+00:00,2020-03-31 01:36:45+00:00,20200331,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
649056,KLM887,KL887,48455f,PH-BVB,B77W,EHAM,VHHH,2020-03-30 15:21:42+00:00,2020-03-31 02:20:49+00:00,20200331,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
649088,QTR929,QR929,06a13d,A7-BEA,B77W,RPLL,OTHH,2020-03-30 15:26:03+00:00,2020-03-31 00:58:54+00:00,20200331,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-U-A,Manila,RPLL,MNL,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
649150,UPS66,5X66,a75039,N570UP,B744,PANC,VHHH,2020-03-30 15:34:04+00:00,2020-03-31 02:36:29+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
649206,SIA322,SQ322,76cee9,9V-SWI,B77W,WSSS,EGLL,2020-03-30 15:41:37+00:00,2020-03-31 04:36:14+00:00,20200331,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
649221,LOT8507,LO8507,48ae21,,,EPWA,KORD,2020-03-30 15:43:23+00:00,2020-03-31 01:07:49+00:00,20200331,Warsaw Chopin Airport,52.1656990051,20.9671001434,362.0,EU,PL,PL-MZ,Warsaw,EPWA,WAW,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
649260,MAS2,MH2,75044d,,,WMKK,EGLL,2020-03-30 15:48:44+00:00,2020-03-31 04:41:41+00:00,20200331,Kuala Lumpur International Airport,2.7455799579619997,101.70999908446998,69.0,AS,MY,MY-14,Kuala Lumpur,WMKK,KUL,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
649288,SWR180,LX180,4b1921,,,LSZH,VTBS,2020-03-30 15:53:22+00:00,2020-03-31 02:17:40+00:00,20200331,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
649300,QTR8134,QR8134,06a140,A7-BFG,B77L,KIAH,EBLG,2020-03-30 15:54:17+00:00,2020-03-31 00:51:57+00:00,20200331,George Bush Intercontinental Houston Airport,29.98439979553223,-95.34140014648438,97.0,,US,US-TX,Houston,KIAH,IAH,IAH,Li猫ge Airport,50.63740158081055,5.443220138549805,659.0,EU,BE,BE-WLG,Li猫ge,EBLG,LGG,
649322,BAW28,BA28,40621d,G-STBC,B77W,VHHH,EGLL,2020-03-30 15:57:05+00:00,2020-03-31 04:17:30+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
649324,KLM868,KL868,485341,PH-BHG,B789,RJBB,EHAM,2020-03-30 15:57:14+00:00,2020-03-31 03:18:00+00:00,20200331,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
649339,KLM876,KL876,4851ad,PH-BHA,B789,VTBS,EHAM,2020-03-30 15:58:34+00:00,2020-03-31 03:01:29+00:00,20200331,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
649452,CPA251,CX251,780a3b,B-KQI,B77W,VHHH,EGLL,2020-03-30 16:12:51+00:00,2020-03-31 04:14:34+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
649465,QTR859,QR859,06a1bf,A7-BEI,B77W,RKSI,OTHH,2020-03-30 16:15:08+00:00,2020-03-31 02:28:58+00:00,20200331,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
649469,JAL11,,86e4da,JA868J,B789,KDFW,RJTT,2020-03-30 16:15:34+00:00,2020-03-31 05:31:14+00:00,20200331,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
649478,DLH773,LH773,3c64fa,D-AIGZ,A343,VTBS,EDDF,2020-03-30 16:16:48+00:00,2020-03-31 03:39:52+00:00,20200331,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
649483,QTR8174,,06a2de,,,KLAX,EBLG,2020-03-30 16:17:12+00:00,2020-03-31 02:27:56+00:00,20200331,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Li猫ge Airport,50.63740158081055,5.443220138549805,659.0,EU,BE,BE-WLG,Li猫ge,EBLG,LGG,
649494,SWR139,LX139,4b1903,HB-JMH,A343,VHHH,LSZH,2020-03-30 16:18:56+00:00,2020-03-31 04:37:13+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,
649495,CPA2099,CX2099,780a3e,B-LJI,B748,PANC,VHHH,2020-03-30 16:19:10+00:00,2020-03-31 03:04:23+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
649519,AAR2811,OZ2811,71bc23,HL7423,B744,KLAX,RKSI,2020-03-30 16:22:57+00:00,2020-03-31 05:32:56+00:00,20200331,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
649655,AAR542,OZ542,71c308,,,EDDF,RKSI,2020-03-30 16:40:20+00:00,2020-03-31 02:16:47+00:00,20200331,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
649666,UPS104,,a38a21,N327UP,B763,PANC,RJBB,2020-03-30 16:41:19+00:00,2020-03-31 00:44:28+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,
649669,WGN5085,,a4dd2b,N412SN,MD11,EHAM,KORD,2020-03-30 16:41:59+00:00,2020-03-31 00:40:25+00:00,20200331,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
649678,FIN144,AY144,461f57,,,VTBS,EFHK,2020-03-30 16:43:38+00:00,2020-03-31 02:45:24+00:00,20200331,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
649686,LAE2871,,a6e055,N542LA,,SBKP,SKMA,2020-03-30 16:44:03+00:00,2020-03-31 01:13:29+00:00,20200331,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR,BR-SP,Campinas,SBKP,VCP,,Madrid Air Base,4.7278,-74.2754,8325.0,SA,CO,CO-CUN,Madrid,SKMA,,
649688,CPA289,CX289,789217,,,VHHH,EDDF,2020-03-30 16:44:15+00:00,2020-03-31 04:36:27+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
649764,QTR8149,QR8149,06a080,A7-BFB,B77L,EHAM,KATL,2020-03-30 16:52:24+00:00,2020-03-31 01:33:57+00:00,20200331,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
649773,AAL60,AA60,ab3856,N822AN,B789,KDFW,KDFW,2020-03-30 16:53:52+00:00,2020-03-31 20:13:45+00:00,20200331,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW
649798,AAL1696,AA1696,a70c67,N553UW,A321,TJIG,KPHX,2020-03-30 16:56:42+00:00,2020-03-31 02:23:46+00:00,20200331,Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,10.0,,PR,PR-U-A,San Juan,TJIG,SIG,SIG,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,PHX
649820,CPA888,CX888,789233,,,VHHH,CYVR,2020-03-30 16:59:21+00:00,2020-03-31 03:45:47+00:00,20200331,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Vancouver International Airport,49.193901061999995,-123.183998108,14.0,,CA,CA-BC,Vancouver,CYVR,YVR,
649823,BAW3461,BA3461,406947,G-STBG,B77W,EGLL,KSFO,2020-03-30 16:59:45+00:00,2020-03-31 03:46:33+00:00,20200331,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
649835,UPS85,,a782dd,N583UP,B744,PANC,EDDK,2020-03-30 17:01:11+00:00,2020-03-31 01:47:10+00:00,20200331,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Cologne Bonn Airport,50.865898132299996,7.1427397728,302.0,EU,DE,DE-NW,Cologne,EDDK,CGN,
649875,THA920,TG920,8852a5,HS-TUE,A388,VTBS,EDDF,2020-03-30 17:05:43+00:00,2020-03-31 04:14:50+00:00,20200331,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
649918,DAL7,DL7,abddff,N864DA,B772,KLAX,RJTT,2020-03-30 17:10:49+00:00,2020-03-31 04:53:51+00:00,20200331,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
649978,FDX24,,ac25c4,N882FD,B77L,RJBB,K2R2,2020-03-30 17:18:14+00:00,2020-03-31 04:49:35+00:00,20200331,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,,Hendricks County Gordon Graham Field,39.74810028,-86.47380066,897.0,,US,US-IN,Indianapolis,K2R2,,2R2
649991,QTR825,QR825,06a10b,,,OTHH,OTHH,2020-03-30 17:19:45+00:00,2020-03-31 08:28:48+00:00,20200331,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
649996,JAL5,JL5,867ff0,JA735J,B77W,KJFK,RJTT,2020-03-30 17:20:48+00:00,2020-03-31 07:06:16+00:00,20200331,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
649997,FDX5260,,abda7d,N863FD,B77L,RJBB,KUTA,2020-03-30 17:20:50+00:00,2020-03-31 04:49:58+00:00,20200331,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,,Tunica Municipal Airport,34.680999755859,-90.34670257568399,194.0,,US,US-MS,Tunica,KUTA,UTM,UTA
650024,QTR8416,,06a1e6,A7-BFI,B77L,OTHH,VHHH,2020-03-30 17:23:14+00:00,2020-03-31 00:04:04+00:00,20200331,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
650065,JAL9,,867fac,JA733J,B77W,KORD,RJTT,2020-03-30 17:27:54+00:00,2020-03-31 06:07:06+00:00,20200331,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
650068,GEC8385,LH8385,3c70c6,,,RKSI,EDDF,2020-03-30 17:28:25+00:00,2020-03-31 04:40:25+00:00,20200331,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
650110,IBE6824,IB6824,3434ca,EC-LEV,A346,SBGR,LEMD,2020-03-30 17:34:15+00:00,2020-03-31 02:38:47+00:00,20200331,Guarulhos - Governador Andr茅 Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,2459.0,SA,BR,BR-SP,S茫o Paulo,SBGR,GRU,,Adolfo Su谩rez Madrid鈥揃arajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,
650130,SWA1655,WN1655,abf2c2,N8691A,B738,KBWI,KMDW,2020-03-30 17:35:52+00:00,2020-03-31 01:48:29+00:00,20200331,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146.0,,US,US-MD,Baltimore,KBWI,BWI,BWI,Chicago Midway International Airport,41.785999,-87.752403,620.0,,US,US-IL,Chicago,KMDW,MDW,MDW
