,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
43455,69935,CKK212,CK212,78029e,B-2425,B744,EDDF,WSSS,2020-04-06 07:15:23+00:00,2020-04-07 04:42:28+00:00,20200407,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,
43479,70000,CES708,MU708,780850,B-6543,A332,LKPR,YPPH,2020-04-06 07:36:08+00:00,2020-04-07 09:30:47+00:00,20200407,V谩clav Havel Airport Prague,50.1008,14.26,1247.0,EU,CZ,CZ-PR,Prague,LKPR,PRG,,Perth International Airport,-31.94029998779297,115.96700286865234,67.0,OC,AU,AU-WA,Perth,YPPH,PER,
43685,70513,LCO1105,UC1105,a6e055,N542LA,,SBGL,KMIA,2020-04-06 09:49:19+00:00,2020-04-07 01:16:58+00:00,20200407,Rio Gale茫o 鈥? Tom Jobim International Airport,-22.809999465900002,-43.2505569458,28.0,SA,BR,BR-RJ,Rio De Janeiro,SBGL,GIG,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
43850,70831,DAL8874,DL8874,a95c54,N702DN,B77L,YSSY,KU42,2020-04-06 10:48:08+00:00,2020-04-07 00:20:39+00:00,20200407,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,,South Valley Regional Airport,40.61949921,-111.99299620000001,4607.0,,US,US-UT,Salt Lake City,U42,,U42
43894,70908,GEC8400,LH8400,3c70c4,D-ALFD,B77L,EDDF,RKSI,2020-04-06 11:00:59+00:00,2020-04-07 01:46:25+00:00,20200407,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
43941,70984,ANZ288,NZ288,c820d4,ZK-NZG,B789,NZAA,NZAA,2020-04-06 11:12:33+00:00,2020-04-07 17:59:45+00:00,20200407,Auckland International Airport,-37.0080986023,174.79200744599999,23.0,OC,NZ,NZ-AUK,Auckland,NZAA,AKL,,Auckland International Airport,-37.0080986023,174.79200744599999,23.0,OC,NZ,NZ-AUK,Auckland,NZAA,AKL,
43959,71021,CKS916,K4916,a98edc,N715CK,,KCVG,RKSI,2020-04-06 11:18:22+00:00,2020-04-07 00:44:59+00:00,20200407,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
44091,71229,LCO1711,UC1711,a6cf20,N538LA,,SBKP,KMIA,2020-04-06 11:44:33+00:00,2020-04-07 01:41:59+00:00,20200407,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR,BR-SP,Campinas,SBKP,VCP,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
44109,71264,AFR275,AF275,3965b4,F-GZNU,B77W,LFPG,LFPG,2020-04-06 11:52:23+00:00,2020-04-07 13:54:56+00:00,20200407,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
44139,71311,CAL5281,CI5281,899102,B-18716,B744,KSEA,RCTP,2020-04-06 11:57:28+00:00,2020-04-07 00:49:13+00:00,20200407,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
44557,9709,CLX7211,CV7211,4d012d,LX-KCL,B744,VHHH,ELLX,2020-04-06 12:43:12+00:00,2020-04-07 04:08:24+00:00,20200407,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,
44572,71956,MPH8372,MP8372,4841c3,PH-CKA,B744,FAOR,EHAM,2020-04-06 12:44:26+00:00,2020-04-07 04:40:36+00:00,20200407,OR Tambo International Airport,-26.1392,28.246,5558.0,AF,ZA,ZA-GT,Johannesburg,FAOR,JNB,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
