,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
157201,257418,KAL234,KE234,71be10,HL7610,B748,KSEA,RKSI,2020-04-25 13:46:53+00:00,2020-04-26 00:24:37+00:00,20200426,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
157277,257529,CCA937,CA937,780bf7,B-2046,B77W,KJFK,EGLL,2020-04-25 14:00:57+00:00,2020-04-26 16:52:25+00:00,20200426,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
157345,257624,SWR180,LX180,4b1919,HB-JND,B77W,LSZH,VTBS,2020-04-25 14:11:15+00:00,2020-04-26 00:09:59+00:00,20200426,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
157374,257667,VIR206,VS206,406e11,G-VOWS,B789,EGLL,VHHH,2020-04-25 14:16:23+00:00,2020-04-26 01:16:51+00:00,20200426,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
157484,257830,CAL5137,CI5137,89911f,B-18711,B744,KLAX,RCTP,2020-04-25 14:44:24+00:00,2020-04-26 04:46:22+00:00,20200426,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
157522,257889,AAR286,OZ286,71bc15,HL7415,B744,RKSI,KLAX,2020-04-25 14:55:10+00:00,2020-04-26 00:58:41+00:00,20200426,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
157535,257908,KLM868,KL868,485342,PH-BHH,B789,RJBB,EHAM,2020-04-25 14:58:16+00:00,2020-04-26 01:58:10+00:00,20200426,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
157575,257972,KLM876,KL876,485341,PH-BHG,B789,VTBS,EHAM,2020-04-25 15:08:20+00:00,2020-04-26 02:44:52+00:00,20200426,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
157618,258031,UPS61,5X61,a80a8f,N617UP,,VHHH,PANC,2020-04-25 15:19:05+00:00,2020-04-26 00:18:20+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
157678,258110,KLM895,KL895,4840e0,PH-BFV,B744,EHAM,RKSI,2020-04-25 15:31:53+00:00,2020-04-26 01:30:32+00:00,20200426,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
157694,258136,CKS822,K4822,a99293,N716CK,,PANC,VHHH,2020-04-25 15:35:22+00:00,2020-04-26 01:36:05+00:00,20200426,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
157704,258148,ABW639,RU639,4249ea,VQ-BLQ,B748,UUEE,WSAP,2020-04-25 15:36:44+00:00,2020-04-26 01:29:25+00:00,20200426,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Paya Lebar Air Base,1.360419988632202,103.91000366210938,65.0,AS,SG,SG-04,,WSAP,QPG,
157748,3641,SIA322,SQ322,76cdb6,9V-SMV,A359,WSSS,EGLL,2020-04-25 15:46:16+00:00,2020-04-26 05:25:30+00:00,20200426,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
157761,334,GEC8459,LH8459,3c70c6,D-ALFF,B77L,VHHH,EDDF,2020-04-25 15:48:08+00:00,2020-04-26 03:26:28+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
157787,258266,UAE323,EK323,8963d7,A6-EPH,B77W,RKSI,OMDB,2020-04-25 15:52:36+00:00,2020-04-26 00:34:29+00:00,20200426,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
157791,258270,VIR207,VS207,406e10,G-VDIA,B789,VHHH,EGLL,2020-04-25 15:53:27+00:00,2020-04-26 03:54:51+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
157815,258309,PIA785,PK785,7609b3,AP-BMS,B77W,EGLL,EGLL,2020-04-25 15:58:03+00:00,2020-04-26 15:02:28+00:00,20200426,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
157879,20705,CPA251,CX251,78922f,B-LXI,A35K,VHHH,EGLL,2020-04-25 16:08:17+00:00,2020-04-26 04:13:04+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
157896,258424,AZA681,AZ681,4ca987,EI-ISD,B772,SAEZ,LIRF,2020-04-25 16:11:56+00:00,2020-04-26 04:34:14+00:00,20200426,Ministro Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires,SAEZ,EZE,EZE,Leonardo da Vinci鈥揊iumicino Airport,41.800277799999996,12.238888900000001,13.0,EU,IT,IT-62,Rome,LIRF,FCO,RM11
157938,18603,CPA880,CX880,789231,B-LXK,A35K,VHHH,KLAX,2020-04-25 16:21:33+00:00,2020-04-26 03:47:43+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
157939,258488,KAL250,KE250,71c046,HL8046,B77L,KJFK,RKSI,2020-04-25 16:21:34+00:00,2020-04-26 05:28:16+00:00,20200426,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
157945,258497,CKK206,CK206,78071c,B-2083,B77L,EHAM,PANC,2020-04-25 16:23:15+00:00,2020-04-26 12:48:21+00:00,20200426,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
157946,258499,QTR859,QR859,06a062,A7-BAC,B77W,RKSI,OTHH,2020-04-25 16:23:42+00:00,2020-04-26 02:05:52+00:00,20200426,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
157953,17782,AAR542,OZ542,71c360,HL8360,A359,EDDF,RKSI,2020-04-25 16:25:39+00:00,2020-04-26 02:26:54+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
157954,258510,DLH727,LH727,3c6704,D-AIXD,A359,RKSI,EDDM,2020-04-25 16:25:48+00:00,2020-04-26 07:36:52+00:00,20200426,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,EDDM,MUC,
157974,258541,CSN470,CZ470,780654,B-2081,B77L,EDDF,PANC,2020-04-25 16:30:24+00:00,2020-04-26 15:19:42+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
157975,20555,CPA271,CX271,789217,B-LXE,A35K,VHHH,EHAM,2020-04-25 16:30:25+00:00,2020-04-26 04:09:06+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
157988,258564,KAL530,KE530,71be17,HL7617,B748,EDDF,RKSI,2020-04-25 16:32:57+00:00,2020-04-26 02:29:48+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
158027,258624,DLH773,LH773,3c64f8,D-AIGX,A343,VTBS,EDDF,2020-04-25 16:43:08+00:00,2020-04-26 04:02:56+00:00,20200426,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
158047,258650,PIA701,PK701,7609a8,AP-BMH,B772,EGBB,EGCC,2020-04-25 16:49:21+00:00,2020-04-26 12:29:25+00:00,20200426,Birmingham International Airport,52.4538993835,-1.7480299472799998,327.0,EU,GB,GB-ENG,Birmingham,EGBB,BHX,,Manchester Airport,53.35369873046875,-2.2749500274658203,257.0,EU,GB,GB-ENG,Manchester,EGCC,MAN,
158089,258705,LCO1505,UC1505,a6c044,N534LA,,EDDF,SBKP,2020-04-25 17:02:17+00:00,2020-04-26 06:53:55+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR,BR-SP,Campinas,SBKP,VCP,
158094,258712,DAL3335,DL3335,a661c7,N510DN,,KDTW,RKSI,2020-04-25 17:03:09+00:00,2020-04-26 07:28:00+00:00,20200426,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,645.0,,US,US-MI,Detroit,KDTW,DTW,DTW,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
158101,258722,QTR8405,QR8405,06a07f,A7-BFA,B77L,VHHH,OTHH,2020-04-25 17:05:17+00:00,2020-04-26 01:53:26+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
158105,258727,UAL2852,UA2852,a1c7e4,N2136U,B77W,KLAX,VHHH,2020-04-25 17:06:36+00:00,2020-04-26 07:23:16+00:00,20200426,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
158121,258753,GEC8410,LH8410,3c70c3,D-ALFC,B77L,EDDF,RKSI,2020-04-25 17:12:19+00:00,2020-04-26 07:50:21+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
158127,258759,CPA101,CX101,780a65,B-KQQ,B77W,VHHH,YSSY,2020-04-25 17:12:41+00:00,2020-04-26 01:34:50+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
158145,258791,CPA255,CX255,780aac,B-LRI,A359,VHHH,EGLL,2020-04-25 17:19:51+00:00,2020-04-26 05:27:58+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
158156,9785,GEC8385,LH8385,3c70c7,D-ALFG,B77L,RKSI,EDDF,2020-04-25 17:22:23+00:00,2020-04-26 04:33:28+00:00,20200426,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
158162,258814,CPA289,CX289,780a9b,B-LRA,A359,VHHH,EDDF,2020-04-25 17:24:42+00:00,2020-04-26 05:02:56+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
158171,258828,UAE9826,EK9826,8963a1,A6-EFN,B77L,WSSS,YSSY,2020-04-25 17:26:53+00:00,2020-04-26 00:21:48+00:00,20200426,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
158172,15241,QTR815,QR815,06a2c6,A7-BEW,B77W,VHHH,OTHH,2020-04-25 17:27:17+00:00,2020-04-26 02:19:57+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
158173,258830,JAL9,JL9,868012,JA736J,B77W,KORD,RJAA,2020-04-25 17:27:18+00:00,2020-04-26 05:48:16+00:00,20200426,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD,Narita International Airport,35.764701843299996,140.386001587,141.0,AS,JP,JP-12,Tokyo,RJAA,NRT,
158175,258834,KAL9906,KE9906,71c084,HL8084,B789,EDDF,RKSI,2020-04-25 17:27:48+00:00,2020-04-26 03:25:55+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
158181,258843,UAE236,EK236,896454,A6-EQE,B77W,KORD,OMDB,2020-04-25 17:29:48+00:00,2020-04-26 06:32:47+00:00,20200426,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
158197,258864,UPS104,5X104,a353c6,N313UP,B763,PANC,RJBB,2020-04-25 17:33:25+00:00,2020-04-26 01:26:59+00:00,20200426,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,
158228,258902,SIA346,SQ346,76cee6,9V-SWF,B77W,WSSS,LSZH,2020-04-25 17:39:25+00:00,2020-04-26 06:10:08+00:00,20200426,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,
158264,258960,CPA2096,CX2096,780218,B-LIB,B744,VHHH,PANC,2020-04-25 17:50:07+00:00,2020-04-26 02:51:49+00:00,20200426,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
158273,258971,BOX491,3S491,3c458e,D-AALN,B77L,KDFW,EDDF,2020-04-25 17:52:36+00:00,2020-04-26 03:04:43+00:00,20200426,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
158276,18434,QTR881,QR881,06a2c4,A7-BEU,B77W,ZUCK,OTHH,2020-04-25 17:53:16+00:00,2020-04-26 02:07:27+00:00,20200426,Chongqing Jiangbei International Airport,29.719200134277344,106.64199829101562,1365.0,AS,CN,CN-50,Chongqing,ZUCK,CKG,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
158278,258978,UPS362,5X362,a5adfe,N465UP,B752,SKBO,SKMA,2020-04-25 17:53:41+00:00,2020-04-26 06:03:58+00:00,20200426,El Dorado International Airport,4.70159,-74.1469,8361.0,SA,CO,CO-CUN,Bogota,SKBO,BOG,BOG,Madrid Air Base,4.7278,-74.2754,8325.0,SA,CO,CO-CUN,Madrid,SKMA,,
158280,258981,AAR792,OZ792,71bc17,HL7417,B744,EDDF,RKSI,2020-04-25 17:53:48+00:00,2020-04-26 03:53:14+00:00,20200426,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
