,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
607062,OAE703,,a506da,N423AX,B763,LRBS,KIAD,2020-03-26 12:43:10+00:00,2020-03-27 00:15:38+00:00,20200327,B膬neasa International Airport,44.50320053100586,26.10210037231445,297.0,EU,RO,RO-B,Bucharest,LRBS,BBU,,Washington Dulles International Airport,38.94449997,-77.45580292,312.0,,US,US-DC,Washington,KIAD,IAD,IAD
607650,GTI5219,5Y5219,a4f2ee,N418MC,B744,EHAM,VHHH,2020-03-26 13:35:43+00:00,2020-03-27 01:40:57+00:00,20200327,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
607716,IBE2621,IB2621,345319,EC-MOY,A332,LEBL,KSFO,2020-03-26 13:43:49+00:00,2020-03-27 02:18:50+00:00,20200327,Barcelona International Airport,41.2971,2.0784599999999998,12.0,EU,ES,ES-CT,Barcelona,LEBL,BCN,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
607881,UAL2783,,a1d546,N217UA,B772,LLBG,KSFO,2020-03-26 13:58:49+00:00,2020-03-27 04:45:18+00:00,20200327,Ben Gurion International Airport,32.011398315429695,34.88669967651367,135.0,AS,IL,IL-M,Tel Aviv,LLBG,TLV,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
607944,ICV6758,C86758,4d0107,LX-VCG,B748,ELLX,VHHH,2020-03-26 14:03:40+00:00,2020-03-27 01:37:42+00:00,20200327,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
607992,SIA479,SQ479,76cdb1,9V-SMQ,A359,FARA,WSSS,2020-03-26 14:06:59+00:00,2020-03-27 00:03:44+00:00,20200327,Petit Airport,-26.084596345100003,28.390386581399998,5460.0,AF,ZA,ZA-GT,Daveyton,FARA,,,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,
608027,IBE6585,IB6585,34230c,EC-JPU,A346,LEMD,SKBO,2020-03-26 14:09:06+00:00,2020-03-27 00:11:32+00:00,20200327,Adolfo Su谩rez Madrid鈥揃arajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,,El Dorado International Airport,4.70159,-74.1469,8361.0,SA,CO,CO-CUN,Bogota,SKBO,BOG,BOG
608078,BAW6,BA6,406f79,G-ZBKM,B789,EGLL,EGLL,2020-03-26 14:12:52+00:00,2020-03-27 15:39:07+00:00,20200327,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
608218,CSN455,CZ455,7805a9,B-2073,B77L,EDDF,EHAM,2020-03-26 14:27:59+00:00,2020-03-27 16:21:28+00:00,20200327,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
608270,BAW49,BA49,400685,G-VIIM,B772,EGLL,KSEA,2020-03-26 14:33:36+00:00,2020-03-27 00:21:52+00:00,20200327,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
608366,DAL73,DL73,ab4c1d,N827NW,A333,EHAM,KATL,2020-03-26 14:42:23+00:00,2020-03-27 00:10:58+00:00,20200327,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
608398,AAR286,,71bc21,HL7421,B744,RKSI,KLAX,2020-03-26 14:46:35+00:00,2020-03-27 01:27:27+00:00,20200327,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
608408,NAX7205,,47c5c8,LN-LNE,B788,ESSA,VTBS,2020-03-26 14:47:25+00:00,2020-03-27 00:36:34+00:00,20200327,Stockholm-Arlanda Airport,59.651901245116996,17.918600082397,137.0,EU,SE,SE-AB,Stockholm,ESSA,ARN,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
608473,CPA845,CX845,78022e,B-KPO,B77W,KJFK,VHHH,2020-03-26 14:53:37+00:00,2020-03-27 06:18:25+00:00,20200327,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
608484,NCA101,KZ101,846def,JA15KZ,B748,KLAX,PANC,2020-03-26 14:54:57+00:00,2020-03-27 18:43:59+00:00,20200327,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
608522,FIN141,,461f52,OH-LWK,A359,EFHK,VTBS,2020-03-26 14:58:14+00:00,2020-03-27 00:08:36+00:00,20200327,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
608669,SVR350,U6350,43be94,,,UUDD,UUDD,2020-03-26 15:11:20+00:00,2020-03-27 07:20:45+00:00,20200327,Domodedovo International Airport,55.40879821777344,37.90629959106445,588.0,EU,RU,RU-MOS,Moscow,UUDD,DME,,Domodedovo International Airport,55.40879821777344,37.90629959106445,588.0,EU,RU,RU-MOS,Moscow,UUDD,DME,
608734,AFR166,AF166,3965b3,F-GZNT,B77W,LFPG,VTBS,2020-03-26 15:17:36+00:00,2020-03-27 02:18:38+00:00,20200327,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
608756,CLX7993,,4d0105,LX-VCE,B748,VHHH,LOWW,2020-03-26 15:19:39+00:00,2020-03-27 04:52:29+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Vienna International Airport,48.110298156738004,16.569700241089002,600.0,EU,AT,AT-9,Vienna,LOWW,VIE,
608774,BAW287,BA287,406a05,G-XLEF,A388,EGLL,KSFO,2020-03-26 15:21:18+00:00,2020-03-27 02:11:16+00:00,20200327,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
608785,THY71,TK71,4ba955,TC-JJU,B77W,VHHH,LTBW,2020-03-26 15:22:19+00:00,2020-03-27 02:13:50+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,陌stanbul Hezarfen Airfield,41.1035995483,28.547700881999997,57.0,EU,TR,TR-34,Istanbul,LTBW,,
608829,QTR859,QR859,06a13d,A7-BEA,B77W,RKSI,OTHH,2020-03-26 15:26:38+00:00,2020-03-27 01:29:53+00:00,20200327,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
608842,AZA9911,,4ca936,EI-EJI,A332,LIRF,KMIA,2020-03-26 15:27:44+00:00,2020-03-27 01:51:22+00:00,20200327,Leonardo da Vinci鈥揊iumicino Airport,41.800277799999996,12.238888900000001,13.0,EU,IT,IT-62,Rome,LIRF,FCO,RM11,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
608899,JAL413,,86e4b8,JA867J,B789,EFHK,EFHK,2020-03-26 15:34:27+00:00,2020-03-27 12:20:25+00:00,20200327,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
608989,EWG1206,EW1206,3c15bd,D-AXGA,A332,EDDM,VTBS,2020-03-26 15:44:53+00:00,2020-03-27 02:01:11+00:00,20200327,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,EDDM,MUC,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
608998,QTR929,QR929,06a19d,A7-BEB,B77W,RPLL,OTHH,2020-03-26 15:45:51+00:00,2020-03-27 01:16:21+00:00,20200327,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-U-A,Manila,RPLL,MNL,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
609026,MAS2,MH2,75044b,,,WMKK,EGLL,2020-03-26 15:48:34+00:00,2020-03-27 04:32:54+00:00,20200327,Kuala Lumpur International Airport,2.7455799579619997,101.70999908446998,69.0,AS,MY,MY-14,Kuala Lumpur,WMKK,KUL,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
609044,BAW269,BA269,406b22,G-XLEI,A388,EGLL,KLAX,2020-03-26 15:50:38+00:00,2020-03-27 03:17:28+00:00,20200327,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
609046,QTR8178,QR8178,06a1e8,A7-BFK,B77L,KLAX,EBLG,2020-03-26 15:50:45+00:00,2020-03-27 01:32:50+00:00,20200327,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Li猫ge Airport,50.63740158081055,5.443220138549805,659.0,EU,BE,BE-WLG,Li猫ge,EBLG,LGG,
609057,CPA2090,,780aa8,B-LJN,B748,VHHH,PANC,2020-03-26 15:52:06+00:00,2020-03-27 01:03:12+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
609092,KLM166,KL166,484369,PH-BQB,B772,EHAM,KATL,2020-03-26 15:55:15+00:00,2020-03-27 01:25:57+00:00,20200327,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
609160,SBI5237,S75237,424428,,,UNNT,UNNT,2020-03-26 16:02:14+00:00,2020-03-27 03:00:40+00:00,20200327,Tolmachevo Airport,55.012599945068,82.650703430176,365.0,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,,Tolmachevo Airport,55.012599945068,82.650703430176,365.0,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,
609166,CPA2067,CX2067,780a3f,B-LJJ,B748,VHHH,OMDW,2020-03-26 16:02:43+00:00,2020-03-27 00:06:36+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,OMDW,DWC,
609179,BAW28,BA28,406a03,G-XLED,A388,VHHH,EGLL,2020-03-26 16:04:23+00:00,2020-03-27 04:35:55+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
609182,BAW9,BA9,405bfc,G-YMMS,B772,EGLL,VTBS,2020-03-26 16:04:33+00:00,2020-03-27 03:37:52+00:00,20200327,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
609204,UAL2858,,ac0b61,N87507,B738,KIAH,KIAH,2020-03-26 16:06:34+00:00,2020-03-27 02:23:01+00:00,20200327,George Bush Intercontinental Houston Airport,29.98439979553223,-95.34140014648438,97.0,,US,US-TX,Houston,KIAH,IAH,IAH,George Bush Intercontinental Houston Airport,29.98439979553223,-95.34140014648438,97.0,,US,US-TX,Houston,KIAH,IAH,IAH
609208,CPA852,CX852,780aa5,B-LRE,A359,VHHH,KSEA,2020-03-26 16:06:43+00:00,2020-03-27 03:28:45+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
609235,CPA101,CX101,780aad,B-LRJ,A359,VHHH,YSSY,2020-03-26 16:10:12+00:00,2020-03-27 00:33:58+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
609251,CPA105,CX105,789215,,,VHHH,YMML,2020-03-26 16:13:05+00:00,2020-03-27 00:35:43+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Melbourne International Airport,-37.673302,144.843002,434.0,OC,AU,AU-VIC,Melbourne,YMML,MEL,
609273,SIA322,SQ322,76cd79,,,WSSS,EGLL,2020-03-26 16:15:48+00:00,2020-03-27 05:15:13+00:00,20200327,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
609356,QFA8,QF8,7c4927,VH-OQH,A388,KDFW,YSSY,2020-03-26 16:26:18+00:00,2020-03-27 09:30:21+00:00,20200327,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
609391,QTR8985,QR8985,06a2c8,A7-BGA,B748,RKSI,OTHH,2020-03-26 16:29:34+00:00,2020-03-27 02:11:58+00:00,20200327,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
609392,KAL250,KE250,71c077,HL8077,B77L,KJFK,RKSI,2020-03-26 16:29:43+00:00,2020-03-27 07:10:57+00:00,20200327,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
609517,CPA2070,CX2070,780a3d,B-LJH,B748,VHHH,PANC,2020-03-26 16:41:28+00:00,2020-03-27 01:52:11+00:00,20200327,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
609524,GTI8089,,a5e9af,N480MC,,ETAR,KBWI,2020-03-26 16:42:12+00:00,2020-03-27 00:39:40+00:00,20200327,Ramstein Air Base,49.4369010925293,7.600279808044434,776.0,EU,DE,DE-RP,Ramstein,ETAR,RMS,,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146.0,,US,US-MD,Baltimore,KBWI,BWI,BWI
609564,AFL221,SU221,424480,,,UUEE,UUEE,2020-03-26 16:46:20+00:00,2020-03-27 14:36:22+00:00,20200327,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,
609573,PAL127,PR127,75855a,,,KJFK,RPLL,2020-03-26 16:46:48+00:00,2020-03-27 08:53:41+00:00,20200327,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-U-A,Manila,RPLL,MNL,
609587,AFL504,SU504,42437d,,,UUEE,UUEE,2020-03-26 16:48:12+00:00,2020-03-27 02:17:50+00:00,20200327,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,
