,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
170224,278356,CLX8591,CV8591,4d0118,LX-VCN,B748,PANC,ELLX,2020-04-28 03:06:48+00:00,2020-04-29 00:14:49+00:00,20200429,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,
170744,279422,UPS32,5X32,a75f15,N574UP,B744,KSDF,YSSY,2020-04-28 08:05:46+00:00,2020-04-29 04:37:46+00:00,20200429,Louisville Muhammad Ali International Airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,KSDF,SDF,SDF,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
170811,279543,QFA129,QF129,7c531e,VH-QPC,A333,YSSY,YSSY,2020-04-28 08:28:18+00:00,2020-04-29 07:10:36+00:00,20200429,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
170835,279596,THT68,TN68,3a4dc0,F-OTOA,B789,NTAA,LFPG,2020-04-28 08:35:42+00:00,2020-04-29 05:07:30+00:00,20200429,Faa'a International Airport,-17.553698999999998,-149.60699499999998,5.0,OC,PF,PF-U-A,Papeete,NTAA,PPT,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
170848,279624,QTR860,QR860,06a031,A7-AEA,A333,OTHH,OTHH,2020-04-28 08:39:56+00:00,2020-04-29 02:02:56+00:00,20200429,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
171033,280061,GTI35,5Y35,a5d87a,N476MC,B744,KMIA,KMIA,2020-04-28 09:59:26+00:00,2020-04-29 01:46:14+00:00,20200429,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
171105,280184,UPS58,5X58,a7e310,N607UP,B748,KONT,VHHH,2020-04-28 10:17:24+00:00,2020-04-29 06:02:59+00:00,20200429,Ontario International Airport,34.05599975585937,-117.60099792480469,944.0,,US,US-CA,Ontario,KONT,ONT,ONT,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
171196,280334,SOO237,9S237,aa7974,N774SA,B77L,KCVG,RKSI,2020-04-28 10:43:39+00:00,2020-04-29 00:35:08+00:00,20200429,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
171231,280388,FDX77,FX77,abaf47,N852FD,B77L,KOAK,YSSY,2020-04-28 10:54:03+00:00,2020-04-29 05:32:19+00:00,20200429,Metropolitan Oakland International Airport,37.721298,-122.221001,9.0,,US,US-CA,Oakland,KOAK,OAK,OAK,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
171247,280414,GEC8400,LH8400,3c70c1,D-ALFA,B77L,EDDF,RKSI,2020-04-28 10:58:45+00:00,2020-04-29 02:52:15+00:00,20200429,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
