,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
50004,80148,CAO1039,CA1039,780c5c,B-2092,B77L,KLAX,EHAM,2020-04-07 02:18:36+00:00,2020-04-08 13:08:59+00:00,20200408,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
51059,82153,QFA129,QF129,7c531d,VH-QPB,A333,YSSY,YSSY,2020-04-07 08:32:15+00:00,2020-04-08 21:33:11+00:00,20200408,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
51089,82223,QTR860,QR860,06a031,A7-AEA,A333,OTHH,OTHH,2020-04-07 08:41:16+00:00,2020-04-08 01:51:04+00:00,20200408,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
51205,82517,UPS32,5X32,a782dd,N583UP,B744,KSDF,YSSY,2020-04-07 09:24:36+00:00,2020-04-08 06:18:21+00:00,20200408,Louisville Muhammad Ali International Airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,KSDF,SDF,SDF,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
51482,83011,UPS58,5X58,a806d8,N616UP,B748,KONT,VHHH,2020-04-07 10:29:03+00:00,2020-04-08 07:19:07+00:00,20200408,Ontario International Airport,34.05599975585937,-117.60099792480469,944.0,,US,US-CA,Ontario,KONT,ONT,ONT,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
51530,83087,SOO237,9S237,a95ca4,N702GT,B77L,KCVG,RKSI,2020-04-07 10:40:12+00:00,2020-04-08 00:01:26+00:00,20200408,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
51555,83136,GEC8400,LH8400,3c70c2,D-ALFB,B77L,EDDF,RKSI,2020-04-07 10:48:12+00:00,2020-04-08 02:20:29+00:00,20200408,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
51582,83181,CAL5117,CI5117,899112,B-18707,B744,KLAX,RCTP,2020-04-07 10:54:56+00:00,2020-04-08 00:28:24+00:00,20200408,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
51649,83282,CKS258,K4258,aa70b1,N772CK,,VHHH,KCVG,2020-04-07 11:06:27+00:00,2020-04-08 00:53:28+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG
51681,83330,FDX77,FX77,ac5c1f,N896FD,,KOAK,YSSY,2020-04-07 11:09:40+00:00,2020-04-08 05:56:59+00:00,20200408,Metropolitan Oakland International Airport,37.721298,-122.221001,9.0,,US,US-CA,Oakland,KOAK,OAK,OAK,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
51859,83638,UAE407,EK407,89644f,A6-EPZ,B77W,YMML,OMDB,2020-04-07 11:46:04+00:00,2020-04-08 00:49:59+00:00,20200408,Melbourne International Airport,-37.673302,144.843002,434.0,OC,AU,AU-VIC,Melbourne,YMML,MEL,,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
51878,83671,CLX7309,CV7309,4d0103,LX-VCA,B748,VHHH,ELLX,2020-04-07 11:49:22+00:00,2020-04-08 01:47:27+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,
52002,16069,AZG202,7L202,4242f7,VP-BCV,B744,EHAM,RKSI,2020-04-07 12:12:10+00:00,2020-04-08 05:47:24+00:00,20200408,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
52122,84079,LCO1308,UC1308,a6c044,N534LA,,SBBR,KMIA,2020-04-07 12:30:37+00:00,2020-04-08 03:06:16+00:00,20200408,Presidente Juscelino Kubistschek International Airport,-15.86916732788086,-47.92083358764648,3497.0,SA,BR,BR-DF,Bras铆lia,SBBR,BSB,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
52500,84658,UAL2773,UA2773,a1c82a,N2138U,B77W,VHHH,KLAX,2020-04-07 13:26:16+00:00,2020-04-08 01:55:52+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
52522,84693,ICV8722,C88722,4d0109,LX-TCV,B744,VHHH,LIMC,2020-04-07 13:30:03+00:00,2020-04-08 03:04:26+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Malpensa International Airport,45.6306,8.728110000000001,768.0,EU,IT,IT-25,Milan,LIMC,MXP,MI12
52626,84838,KAL234,KE234,71be39,HL7639,B748,KSEA,RKSI,2020-04-07 13:45:49+00:00,2020-04-08 00:58:54+00:00,20200408,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
52918,85249,KLM836,KL836,484cbc,PH-BVI,B77W,WSSS,EHAM,2020-04-07 14:21:51+00:00,2020-04-08 03:38:21+00:00,20200408,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
53028,85404,UAL2797,UA2797,a2e014,N2846U,,VHHH,KHHR,2020-04-07 14:40:17+00:00,2020-04-08 03:07:12+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR
53056,85443,BAW5,BA5,406f7c,G-ZBKP,B789,EGLL,RJTT,2020-04-07 14:45:18+00:00,2020-04-08 01:37:11+00:00,20200408,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
53111,85516,BAW16,BA16,406a34,G-STBI,B77W,WSSS,EGLL,2020-04-07 14:54:20+00:00,2020-04-08 04:26:20+00:00,20200408,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
53312,85787,MPH6912,MP6912,4841c4,PH-CKB,B744,SAEZ,KMIA,2020-04-07 15:24:19+00:00,2020-04-08 02:58:28+00:00,20200408,Ministro Pistarini International Airport,-34.8222,-58.5358,67.0,SA,AR,AR-B,Buenos Aires,SAEZ,EZE,EZE,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
53410,15389,SIA322,SQ322,76cdb5,9V-SMU,A359,WSSS,EGLL,2020-04-07 15:37:29+00:00,2020-04-08 04:54:49+00:00,20200408,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
53438,85961,CAO1024,CA1024,780bb8,B-2097,B77L,EHAM,RJBB,2020-04-07 15:42:53+00:00,2020-04-08 14:38:57+00:00,20200408,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,
53448,85976,QFA7581,QF7581,a4cf26,N409MC,B744,VTBS,PANC,2020-04-07 15:45:18+00:00,2020-04-08 06:53:24+00:00,20200408,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
53515,86080,KLM601,KL601,484560,PH-BVC,B77W,EHAM,KLAX,2020-04-07 15:55:24+00:00,2020-04-08 02:32:45+00:00,20200408,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
53548,86133,CPA2086,CX2086,780232,B-LJB,B748,VHHH,PANC,2020-04-07 16:00:38+00:00,2020-04-08 00:51:53+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
53574,86172,SIA352,SQ352,76cdb2,9V-SMR,A359,WSSS,EKCH,2020-04-07 16:04:34+00:00,2020-04-08 04:28:27+00:00,20200408,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Copenhagen Kastrup Airport,55.617900848389,12.656000137328999,17.0,EU,DK,DK-84,Copenhagen,EKCH,CPH,
53657,86280,CPA261,CX261,78022e,B-KPO,B77W,VHHH,LFPG,2020-04-07 16:17:20+00:00,2020-04-08 04:34:13+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
53674,86305,QTR859,QR859,06a2af,A7-BEK,B77W,RKSI,OTHH,2020-04-07 16:20:19+00:00,2020-04-08 02:09:50+00:00,20200408,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
53685,86326,CPA251,CX251,780212,B-KPF,B77W,VHHH,EGLL,2020-04-07 16:23:33+00:00,2020-04-08 04:43:27+00:00,20200408,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
53696,86340,KLM591,KL591,4851b3,PH-BVP,B77W,EHAM,FABA,2020-04-07 16:25:27+00:00,2020-04-08 03:18:17+00:00,20200408,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Microland Flight Park,-25.976255771599998,28.389015197800003,5476.0,AF,ZA,ZA-GT,Bapsfontein,FABA,,
53704,86351,GEC8188,LH8188,3c7064,D-ALCD,MD11,EDDF,KORD,2020-04-07 16:27:23+00:00,2020-04-08 00:56:54+00:00,20200408,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
53716,18410,KAL924,KE924,71ba07,HL7207,B789,UUEE,RKSI,2020-04-07 16:29:55+00:00,2020-04-08 00:15:36+00:00,20200408,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
