,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
113351,184015,ABW579,RU579,42431a,VP-BBL,B748,UUEE,EDDF,2020-04-17 02:21:23+00:00,2020-04-18 03:16:55+00:00,20200418,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
113588,184468,CKS583,K4583,a99293,N716CK,,PANC,PANC,2020-04-17 03:25:12+00:00,2020-04-18 05:30:59+00:00,20200418,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
113904,185194,UAE363,EK363,896310,A6-ENN,B77W,OMDB,OMDB,2020-04-17 06:34:40+00:00,2020-04-18 00:21:16+00:00,20200418,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
114083,185585,UPS32,5X32,a77f26,N582UP,B744,KSDF,YSSY,2020-04-17 08:08:52+00:00,2020-04-18 04:46:44+00:00,20200418,Louisville Muhammad Ali International Airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,KSDF,SDF,SDF,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
114164,10284,CCA833,CA833,781641,B-307A,A359,WSSS,LFPG,2020-04-17 08:39:18+00:00,2020-04-18 06:48:19+00:00,20200418,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
114416,186357,UPS58,5X58,a7e310,N607UP,B748,KONT,VHHH,2020-04-17 10:11:33+00:00,2020-04-18 08:06:22+00:00,20200418,Ontario International Airport,34.05599975585937,-117.60099792480469,944.0,,US,US-CA,Ontario,KONT,ONT,ONT,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
114433,603,CCA834,CA834,781642,B-307C,A359,LFPG,WSSS,2020-04-17 10:16:35+00:00,2020-04-18 07:21:18+00:00,20200418,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,
114540,20274,DLH727,LH727,3c670d,D-AIXM,A359,RKSI,EDDM,2020-04-17 10:48:47+00:00,2020-04-18 02:34:27+00:00,20200418,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,EDDM,MUC,
114551,186582,FDX77,FX77,abbe23,N856FD,B77L,KOAK,YSSY,2020-04-17 10:51:23+00:00,2020-04-18 05:36:11+00:00,20200418,Metropolitan Oakland International Airport,37.721298,-122.221001,9.0,,US,US-CA,Oakland,KOAK,OAK,OAK,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
114571,186611,KLM896,KL896,4851f7,PH-BVU,B77W,RKSI,EHAM,2020-04-17 10:54:56+00:00,2020-04-18 02:27:28+00:00,20200418,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
