,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
580713,QFA9,QF9,7c8064,VH-ZNA,B789,YPPH,EGLL,2020-03-24 11:41:44+00:00,2020-03-25 04:41:16+00:00,20200325,Perth International Airport,-31.94029998779297,115.96700286865234,67.0,OC,AU,AU-WA,Perth,YPPH,PER,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
580743,KLM723,KL723,484fad,PH-AON,A332,EHAM,EHAM,2020-03-24 11:44:15+00:00,2020-03-25 09:58:44+00:00,20200325,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
580776,DAL184,DL184,a0f44c,N1602,B763,RJBB,KLAX,2020-03-24 11:48:14+00:00,2020-03-25 01:52:43+00:00,20200325,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
580818,BOX590,,3c4585,D-AALE,B77L,EDDP,VHHH,2020-03-24 11:52:19+00:00,2020-03-25 05:57:15+00:00,20200325,Leipzig/Halle Airport,51.423889,12.236388999999999,465.0,EU,DE,DE-SN,Leipzig,EDDP,LEJ,,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
581157,QFA10,QF10,7c8068,,,EGLL,YPPH,2020-03-24 12:22:46+00:00,2020-03-25 05:08:54+00:00,20200325,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Perth International Airport,-31.94029998779297,115.96700286865234,67.0,OC,AU,AU-WA,Perth,YPPH,PER,
581207,HAL22,HA22,a47244,N386HA,A332,RJTT,KSEA,2020-03-24 12:26:45+00:00,2020-03-25 05:09:25+00:00,20200325,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
581287,CFG8484,,3c4aac,D-ABUL,B763,EDDF,EDDF,2020-03-24 12:33:13+00:00,2020-03-25 11:34:02+00:00,20200325,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
581352,EDW36,WK36,4b18ff,HB-JMD,A343,LSZH,MROC,2020-03-24 12:38:25+00:00,2020-03-25 00:37:59+00:00,20200325,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,,Juan Santamaria International Airport,9.993860244750977,-84.20880126953125,3021.0,,CR,CR-A,San Jose,MROC,SJO,
581372,CFG8499,,3c4aa9,D-ABUI,B763,EDDF,EDDF,2020-03-24 12:39:46+00:00,2020-03-25 11:36:52+00:00,20200325,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
581382,AFR275,AF275,3965b0,F-GZNQ,B77W,LFPG,LFPG,2020-03-24 12:40:41+00:00,2020-03-25 14:13:35+00:00,20200325,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
581600,ETH506,ET506,04004c,ET-AOV,B788,FACT,SBGR,2020-03-24 12:58:06+00:00,2020-03-25 19:21:05+00:00,20200325,Cape Town International Airport,-33.9648017883,18.6016998291,151.0,AF,ZA,ZA-WC,Cape Town,FACT,CPT,,Guarulhos - Governador Andr茅 Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,2459.0,SA,BR,BR-SP,S茫o Paulo,SBGR,GRU,
581876,PAL102,PR102,7583ec,RP-C7779,B77W,RPLL,KLAX,2020-03-24 13:17:56+00:00,2020-03-25 01:32:27+00:00,20200325,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-U-A,Manila,RPLL,MNL,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
581883,ROU1729,RV1729,c05857,C-GHLU,B763,CYUL,CYUL,2020-03-24 13:18:19+00:00,2020-03-25 00:31:23+00:00,20200325,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,118.0,,CA,CA-QC,Montr茅al,CYUL,YUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,118.0,,CA,CA-QC,Montr茅al,CYUL,YUL,YUL
581956,CUB471,CU471,3453c9,EC-MQM,A343,LEMD,LEMD,2020-03-24 13:25:11+00:00,2020-03-25 13:43:51+00:00,20200325,Adolfo Su谩rez Madrid鈥揃arajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,,Adolfo Su谩rez Madrid鈥揃arajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,
582007,DLH515,LH515,3c64fa,D-AIGZ,A343,EDDF,EDDF,2020-03-24 13:30:12+00:00,2020-03-25 13:28:24+00:00,20200325,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
582076,ROU1731,RV1731,c0751c,C-GSJB,A319,CYYZ,CYYZ,2020-03-24 13:35:56+00:00,2020-03-25 00:20:53+00:00,20200325,Lester B. Pearson International Airport,43.6772003174,-79.63059997559999,569.0,,CA,CA-ON,Toronto,CYYZ,YYZ,YYZ,Lester B. Pearson International Airport,43.6772003174,-79.63059997559999,569.0,,CA,CA-ON,Toronto,CYYZ,YYZ,YYZ
582198,KLM862,KL862,484cbb,PH-BVG,B77W,EHAM,EHAM,2020-03-24 13:45:46+00:00,2020-03-25 14:24:40+00:00,20200325,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
582289,CLX7151,CV7151,4d010b,LX-VCV,B744,FAGM,EHAM,2020-03-24 13:52:34+00:00,2020-03-25 13:17:57+00:00,20200325,Rand Airport,-26.2425003052,28.151199340799998,5483.0,AF,ZA,ZA-GT,Johannesburg,FAGM,QRA,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
582360,CFG8406,,3c4aaf,D-ABUO,B763,EDDF,MROC,2020-03-24 13:59:44+00:00,2020-03-25 02:06:28+00:00,20200325,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Juan Santamaria International Airport,9.993860244750977,-84.20880126953125,3021.0,,CR,CR-A,San Jose,MROC,SJO,
582449,HAL449,HA449,a455ea,N379HA,A332,KSFO,RJBB,2020-03-24 14:05:14+00:00,2020-03-25 08:25:16+00:00,20200325,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO,Kansai International Airport,34.42729949951172,135.24400329589844,26.0,AS,JP,JP-27,Osaka,RJBB,KIX,
582476,BAW6,BA6,406f7b,G-ZBKO,B789,EGLL,EGLL,2020-03-24 14:07:11+00:00,2020-03-25 15:48:20+00:00,20200325,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
582666,SOO276,,aa7d2b,N775SA,B77L,VHHH,KCVG,2020-03-24 14:21:51+00:00,2020-03-25 04:44:45+00:00,20200325,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG
582790,UAE9877,,8963a1,A6-EFN,B77L,OMDW,OMDW,2020-03-24 14:32:44+00:00,2020-03-25 07:56:43+00:00,20200325,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,OMDW,DWC,,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,OMDW,DWC,
582907,SOO237,9S237,a9605b,N703GT,,KCVG,RKSI,2020-03-24 14:43:24+00:00,2020-03-25 04:48:57+00:00,20200325,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
582943,UAE323,EK323,89630f,A6-ENM,B77W,RKSI,OMDB,2020-03-24 14:46:54+00:00,2020-03-25 00:46:54+00:00,20200325,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
583036,CAL5261,CI5261,899103,B-18717,B744,KSEA,RCTP,2020-03-24 14:55:06+00:00,2020-03-25 02:50:08+00:00,20200325,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
583045,AAR286,,71be20,HL7620,B744,RKSI,KLAX,2020-03-24 14:55:52+00:00,2020-03-25 02:01:28+00:00,20200325,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
583066,WJA2378,WS2378,c0712e,C-GQWJ,B737,CYYC,CYYC,2020-03-24 14:57:10+00:00,2020-03-25 03:10:59+00:00,20200325,Calgary International Airport,51.113899231000005,-114.019996643,3557.0,,CA,CA-AB,Calgary,CYYC,YYC,,Calgary International Airport,51.113899231000005,-114.019996643,3557.0,,CA,CA-AB,Calgary,CYYC,YYC,
583086,ETH726,ET726,040104,ET-ASJ,B738,HKMO,LOWW,2020-03-24 14:59:44+00:00,2020-03-25 05:16:51+00:00,20200325,Mombasa Moi International Airport,-4.034830093383788,39.594200134277344,200.0,AF,KE,KE-300,Mombasa,HKMO,MBA,,Vienna International Airport,48.110298156738004,16.569700241089002,600.0,EU,AT,AT-9,Vienna,LOWW,VIE,
583092,SIA21,SQ21,76cce5,,,KEWR,WSSS,2020-03-24 15:00:13+00:00,2020-03-25 08:23:59+00:00,20200325,Newark Liberty International Airport,40.69250106811523,-74.168701171875,18.0,,US,US-NJ,Newark,KEWR,EWR,EWR,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,
583129,NAX7205,,47c5c6,LN-LNC,B788,ESSA,VTBS,2020-03-24 15:02:59+00:00,2020-03-25 00:34:32+00:00,20200325,Stockholm-Arlanda Airport,59.651901245116996,17.918600082397,137.0,EU,SE,SE-AB,Stockholm,ESSA,ARN,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
583157,QTR704,QR704,06a127,A7-ANK,A35K,KJFK,OTHH,2020-03-24 15:04:38+00:00,2020-03-25 02:45:42+00:00,20200325,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
583161,BAW49,BA49,400684,G-VIIL,B772,EGLL,KSEA,2020-03-24 15:05:03+00:00,2020-03-25 00:32:21+00:00,20200325,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
583238,KAL213,,71be39,HL7639,B748,RKSI,KHHR,2020-03-24 15:10:12+00:00,2020-03-25 02:03:28+00:00,20200325,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66.0,,US,US-CA,Hawthorne,KHHR,HHR,HHR
583315,BAW3461,BA3461,406b0a,G-STBK,B77W,EGLL,KSFO,2020-03-24 15:16:26+00:00,2020-03-25 02:01:37+00:00,20200325,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
583345,BAW16,BA16,406947,G-STBG,B77W,WSSS,EGLL,2020-03-24 15:18:53+00:00,2020-03-25 04:33:53+00:00,20200325,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
583387,AFR166,AF166,3965b1,F-GZNR,B77W,LFPG,VTBS,2020-03-24 15:22:58+00:00,2020-03-25 02:10:19+00:00,20200325,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
583419,QTR859,QR859,06a1bc,A7-BEF,B77W,RKSI,OTHH,2020-03-24 15:26:33+00:00,2020-03-25 01:37:24+00:00,20200325,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
583433,FIN74,AY74,461f4d,OH-LWF,A359,EFHK,EFHK,2020-03-24 15:27:40+00:00,2020-03-25 12:51:37+00:00,20200325,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
583584,BAW9,BA9,405bfd,G-YMMT,B772,EGLL,VTBS,2020-03-24 15:39:44+00:00,2020-03-25 02:50:56+00:00,20200325,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
583636,CPA2096,,780a3f,B-LJJ,B748,VHHH,PANC,2020-03-24 15:44:14+00:00,2020-03-25 00:54:24+00:00,20200325,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
583637,EVA609,BR609,899134,,,KLAX,RCTP,2020-03-24 15:44:25+00:00,2020-03-25 05:04:06+00:00,20200325,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
583654,CLX7201,,4d0119,LX-JCV,B744,ELLX,OMDW,2020-03-24 15:45:44+00:00,2020-03-25 02:48:12+00:00,20200325,Luxembourg-Findel International Airport,49.6233333,6.204444400000001,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,OMDW,DWC,
583665,MAS2,MH2,75044d,,,WMKK,EGLL,2020-03-24 15:46:19+00:00,2020-03-25 04:36:29+00:00,20200325,Kuala Lumpur International Airport,2.7455799579619997,101.70999908446998,69.0,AS,MY,MY-14,Kuala Lumpur,WMKK,KUL,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
583725,BOX691,,3c458c,,,WSSS,EDDF,2020-03-24 15:53:07+00:00,2020-03-25 04:08:55+00:00,20200325,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
583849,SIA322,SQ322,76cd75,9V-SKU,A388,WSSS,EGLL,2020-03-24 16:04:14+00:00,2020-03-25 05:19:43+00:00,20200325,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
583900,BAW28,BA28,406ec9,G-XLEK,A388,VHHH,EGLL,2020-03-24 16:09:27+00:00,2020-03-25 04:38:51+00:00,20200325,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
583904,AAL175,AA175,aaae4b,N788AN,B772,KDFW,KDFW,2020-03-24 16:10:24+00:00,2020-03-25 19:30:35+00:00,20200325,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW
583911,SIA324,SQ324,76cd41,,,WSSS,EHAM,2020-03-24 16:11:26+00:00,2020-03-25 04:59:44+00:00,20200325,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,
583914,CPA101,CX101,780aa2,B-LRB,A359,VHHH,YSSY,2020-03-24 16:11:39+00:00,2020-03-25 00:36:28+00:00,20200325,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
583921,KLM166,KL166,485b43,PH-BKC,B78X,EHAM,KATL,2020-03-24 16:12:52+00:00,2020-03-25 01:36:28+00:00,20200325,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
583927,CPA105,CX105,78921a,,,VHHH,YMML,2020-03-24 16:13:11+00:00,2020-03-25 00:40:24+00:00,20200325,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Melbourne International Airport,-37.673302,144.843002,434.0,OC,AU,AU-VIC,Melbourne,YMML,MEL,
584005,FIN144,,461f48,OH-LWA,A359,VTBS,EFHK,2020-03-24 16:21:19+00:00,2020-03-25 02:35:53+00:00,20200325,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
584040,KQA112,KQ112,04c118,5Y-KZB,B788,FAGM,LFPG,2020-03-24 16:24:40+00:00,2020-03-25 07:13:29+00:00,20200325,Rand Airport,-26.2425003052,28.151199340799998,5483.0,AF,ZA,ZA-GT,Johannesburg,FAGM,QRA,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
584041,GEC8170,LH8170,3c70c2,D-ALFB,B77L,EDDF,KATL,2020-03-24 16:24:44+00:00,2020-03-25 02:16:59+00:00,20200325,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
