,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
617928,PAC717,,a55e46,N445MC,B744,KLAX,RKSI,2020-03-27 10:54:44+00:00,2020-03-28 02:06:34+00:00,20200328,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
618333,QFA9,QF9,7c806b,,,YPPH,EGLL,2020-03-27 11:43:26+00:00,2020-03-28 04:43:45+00:00,20200328,Perth International Airport,-31.94029998779297,115.96700286865234,67.0,OC,AU,AU-WA,Perth,YPPH,PER,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
618395,MPH7342,MP7342,4841c3,PH-CKA,B744,SBKP,KMIA,2020-03-27 11:53:36+00:00,2020-03-28 03:31:43+00:00,20200328,Viracopos International Airport,-23.0074005127,-47.1344985962,2170.0,SA,BR,BR-SP,Campinas,SBKP,VCP,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
618416,SWQ3505,,a6b437,N531AU,B733,KIWA,KIWA,2020-03-27 11:56:33+00:00,2020-03-28 02:42:09+00:00,20200328,Phoenix-Mesa-Gateway Airport,33.30780029,-111.65499879999999,1382.0,,US,US-AZ,Phoenix,KIWA,AZA,IWA,Phoenix-Mesa-Gateway Airport,33.30780029,-111.65499879999999,1382.0,,US,US-AZ,Phoenix,KIWA,AZA,IWA
618422,CES554,MU554,780f3f,B-7367,B77W,LFPG,CYVR,2020-03-27 11:57:15+00:00,2020-03-28 15:02:58+00:00,20200328,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Vancouver International Airport,49.193901061999995,-123.183998108,14.0,,CA,CA-BC,Vancouver,CYVR,YVR,
618628,ABW679,,4243d0,VQ-BVR,B748,RKSI,EDDF,2020-03-27 12:17:16+00:00,2020-03-28 13:23:22+00:00,20200328,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
618683,QFA10,QF10,7c806a,,,EGLL,YPPH,2020-03-27 12:22:58+00:00,2020-03-28 05:04:26+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Perth International Airport,-31.94029998779297,115.96700286865234,67.0,OC,AU,AU-WA,Perth,YPPH,PER,
618973,SIA38,SQ38,76cce6,,,WSSS,KLAX,2020-03-27 12:52:58+00:00,2020-03-28 03:50:23+00:00,20200328,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
619069,KAL234,KE234,71c075,HL8075,B77L,KSEA,RKSI,2020-03-27 13:05:16+00:00,2020-03-28 00:22:41+00:00,20200328,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
619235,KAL252,KE252,71c005,HL8005,B77L,KJFK,RKSI,2020-03-27 13:20:29+00:00,2020-03-28 03:47:28+00:00,20200328,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
619504,DKH1607,HO1607,781783,,,RCKH,EFHK,2020-03-27 13:50:50+00:00,2020-03-28 03:11:19+00:00,20200328,Kaohsiung International Airport,22.57710075378418,120.3499984741211,31.0,AS,TW,TW-KHH,Kaohsiung City,RCKH,KHH,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
619567,AZA784,AZ784,4caa6d,EI-EJO,A332,LIRF,LIRF,2020-03-27 13:57:13+00:00,2020-03-28 17:36:45+00:00,20200328,Leonardo da Vinci鈥揊iumicino Airport,41.800277799999996,12.238888900000001,13.0,EU,IT,IT-62,Rome,LIRF,FCO,RM11,Leonardo da Vinci鈥揊iumicino Airport,41.800277799999996,12.238888900000001,13.0,EU,IT,IT-62,Rome,LIRF,FCO,RM11
619651,THT67,TN67,3a3688,F-ONUI,B789,LFPG,NTAA,2020-03-27 14:04:53+00:00,2020-03-28 12:37:31+00:00,20200328,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Faa'a International Airport,-17.553698999999998,-149.60699499999998,5.0,OC,PF,PF-U-A,Papeete,NTAA,PPT,
619689,TSC8801,,c051d0,,,CYUL,CYUL,2020-03-27 14:07:35+00:00,2020-03-28 02:23:09+00:00,20200328,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,118.0,,CA,CA-QC,Montr茅al,CYUL,YUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,45.4706001282,-73.7407989502,118.0,,CA,CA-QC,Montr茅al,CYUL,YUL,YUL
619739,BAW6,BA6,406f74,G-ZBKH,B789,EGLL,EGLL,2020-03-27 14:12:36+00:00,2020-03-28 15:38:47+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
619801,SVA934,,710101,,,EHAM,OERK,2020-03-27 14:18:09+00:00,2020-03-28 02:30:10+00:00,20200328,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,King Khaled International Airport,24.957599639892575,46.69879913330078,2049.0,AS,SA,SA-01,Riyadh,OERK,RUH,
619826,CAL5235,CI5235,899104,B-18718,B744,KSEA,RCTP,2020-03-27 14:21:11+00:00,2020-03-28 03:02:48+00:00,20200328,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA,Taiwan Taoyuan International Airport,25.0777,121.233002,106.0,AS,TW,TW-TAO,Taipei,RCTP,TPE,
619878,UAL59,UA59,a1cac9,N2140U,B77W,EDDF,KSFO,2020-03-27 14:28:14+00:00,2020-03-28 01:42:21+00:00,20200328,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
619924,SOO7923,9S7923,aa8499,N777SA,B77L,KORD,RKSI,2020-03-27 14:34:43+00:00,2020-03-28 04:30:29+00:00,20200328,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
620009,AJT488,M6488,a49951,N396CM,,EDDF,KORD,2020-03-27 14:44:54+00:00,2020-03-28 00:10:07+00:00,20200328,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
620026,BAW49,BA49,4007f7,G-YMML,B772,EGLL,KSEA,2020-03-27 14:47:06+00:00,2020-03-28 01:04:15+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Seattle Tacoma International Airport,47.449001,-122.308998,433.0,,US,US-WA,Seattle,KSEA,SEA,SEA
620082,ETH575,ET575,04004c,ET-AOV,B788,KORD,SBGR,2020-03-27 14:54:28+00:00,2020-03-28 18:29:49+00:00,20200328,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD,Guarulhos - Governador Andr茅 Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,2459.0,SA,BR,BR-SP,S茫o Paulo,SBGR,GRU,
620151,FIN141,,461f53,OH-LWL,A359,EFHK,VTBS,2020-03-27 15:01:56+00:00,2020-03-28 00:13:53+00:00,20200328,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
620251,DAL295,DL295,a66cf7,N513DZ,,KATL,KATL,2020-03-27 15:10:55+00:00,2020-03-28 20:48:27+00:00,20200328,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026.0,,US,US-GA,Atlanta,KATL,ATL,ATL
620252,AAR284,OZ284,71bc19,HL7419,B744,RKSI,KLAX,2020-03-27 15:11:03+00:00,2020-03-28 01:43:11+00:00,20200328,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
620274,BAW287,BA287,4007f4,G-YMMI,B772,EGLL,KSFO,2020-03-27 15:13:23+00:00,2020-03-28 02:32:11+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
620344,JAL413,JL413,86e4b8,JA867J,B789,EFHK,EFHK,2020-03-27 15:19:47+00:00,2020-03-28 12:41:28+00:00,20200328,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
620359,AFR166,AF166,3965b1,F-GZNR,B77W,LFPG,VTBS,2020-03-27 15:21:03+00:00,2020-03-28 02:14:31+00:00,20200328,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
620361,QTR929,QR929,06a13c,A7-BAZ,B77W,RPLL,OTHH,2020-03-27 15:21:14+00:00,2020-03-28 00:40:10+00:00,20200328,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-U-A,Manila,RPLL,MNL,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
620393,BAW3461,BA3461,400612,G-CIVJ,B744,EGLL,KSFO,2020-03-27 15:24:56+00:00,2020-03-28 02:15:10+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO
620440,IBE6117,IB6117,3444c4,EC-LZJ,A333,LEMD,KMIA,2020-03-27 15:30:10+00:00,2020-03-28 00:39:19+00:00,20200328,Adolfo Su谩rez Madrid鈥揃arajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
620460,QTR859,QR859,06a1bf,A7-BEI,B77W,RKSI,OTHH,2020-03-27 15:32:34+00:00,2020-03-28 02:01:41+00:00,20200328,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
620463,BAW12,BA12,406ec9,G-XLEK,A388,WSSS,EGLL,2020-03-27 15:32:48+00:00,2020-03-28 04:40:59+00:00,20200328,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620471,SOO237,9S237,a98c7a,N714SA,B77L,KCVG,RKSI,2020-03-27 15:33:35+00:00,2020-03-28 05:37:58+00:00,20200328,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
620497,BAW269,BA269,406d1a,G-XLEJ,A388,EGLL,KLAX,2020-03-27 15:36:58+00:00,2020-03-28 02:50:19+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
620564,BAW9,BA9,405bfd,G-YMMT,B772,EGLL,VTBS,2020-03-27 15:43:20+00:00,2020-03-28 02:56:07+00:00,20200328,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,
620580,AFR6734,AF6734,3951c2,F-GUOC,B77L,LFPG,KORD,2020-03-27 15:45:34+00:00,2020-03-28 00:16:51+00:00,20200328,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
620603,MAS2,MH2,75044c,,,WMKK,EGLL,2020-03-27 15:48:56+00:00,2020-03-28 04:32:28+00:00,20200328,Kuala Lumpur International Airport,2.7455799579619997,101.70999908446998,69.0,AS,MY,MY-14,Kuala Lumpur,WMKK,KUL,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620644,SIA322,SQ322,76cd76,9V-SKV,A388,WSSS,EGLL,2020-03-27 15:53:11+00:00,2020-03-28 05:08:19+00:00,20200328,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620782,VIR207,VS207,406e10,G-VDIA,B789,VHHH,EGLL,2020-03-27 16:08:33+00:00,2020-03-28 04:34:15+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620787,LOT8507,LO8507,48ae03,SP-LRD,B788,EPWA,KORD,2020-03-27 16:08:44+00:00,2020-03-28 02:00:55+00:00,20200328,Warsaw Chopin Airport,52.1656990051,20.9671001434,362.0,EU,PL,PL-MZ,Warsaw,EPWA,WAW,,Chicago O'Hare International Airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,KORD,ORD,ORD
620821,QTR906,,06a2b4,,,OTHH,YSSY,2020-03-27 16:12:58+00:00,2020-03-28 05:56:57+00:00,20200328,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
620825,CPA101,CX101,780a8d,B-KQT,B77W,VHHH,YSSY,2020-03-27 16:13:38+00:00,2020-03-28 00:33:58+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
620862,BAW28,BA28,406a04,G-XLEE,A388,VHHH,EGLL,2020-03-27 16:18:27+00:00,2020-03-28 04:50:46+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620884,CPA105,CX105,789214,,,VHHH,YMML,2020-03-27 16:20:46+00:00,2020-03-28 00:46:59+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Melbourne International Airport,-37.673302,144.843002,434.0,OC,AU,AU-VIC,Melbourne,YMML,MEL,
620910,SWR18,LX18,4b18fe,HB-JMC,A343,LSZH,KEWR,2020-03-27 16:23:15+00:00,2020-03-28 00:34:41+00:00,20200328,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,,Newark Liberty International Airport,40.69250106811523,-74.168701171875,18.0,,US,US-NJ,Newark,KEWR,EWR,EWR
620913,SWR139,LX139,4b1903,HB-JMH,A343,VHHH,LSZH,2020-03-27 16:23:35+00:00,2020-03-28 05:05:42+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,
620922,FIN144,,461f56,,,VTBS,EFHK,2020-03-27 16:25:03+00:00,2020-03-28 02:31:41+00:00,20200328,Suvarnabhumi Airport,13.681099891662598,100.74700164794922,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179.0,EU,FI,FI-ES,Helsinki,EFHK,HEL,
620933,BAW16,BA16,406a34,G-STBI,B77W,WSSS,EGLL,2020-03-27 16:26:55+00:00,2020-03-28 05:18:24+00:00,20200328,Singapore Changi Airport,1.35019,103.994003,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,EGLL,LHR,
620948,SWR2649,,4b18fd,HB-JMB,A343,VHHH,LSZH,2020-03-27 16:28:35+00:00,2020-03-28 05:34:39+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Z眉rich Airport,47.464698999999996,8.54917,1416.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,
620954,BCS967,,3c71a1,,,KCVG,EDDP,2020-03-27 16:29:08+00:00,2020-03-28 00:25:20+00:00,20200328,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Leipzig/Halle Airport,51.423889,12.236388999999999,465.0,EU,DE,DE-SN,Leipzig,EDDP,LEJ,
620988,CPA261,CX261,780ac8,B-LRS,A359,VHHH,LFPG,2020-03-27 16:33:36+00:00,2020-03-28 04:45:08+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,
621000,CKK212,CK212,78037c,B-2426,B744,EDDF,RCPO,2020-03-27 16:34:50+00:00,2020-03-28 16:16:36+00:00,20200328,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Hsinchu Air Base,24.818000793499998,120.93900299100001,26.0,AS,TW,TW-HSZ,Hsinchu City,RCPO,HSZ,
621015,CLX7916,,4d0113,LX-VCJ,B748,VHHH,PANC,2020-03-27 16:36:15+00:00,2020-03-28 01:39:11+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
621036,AAR542,OZ542,71c308,,,EDDF,RKSI,2020-03-27 16:38:58+00:00,2020-03-28 02:26:19+00:00,20200328,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
621071,HAL457,HA457,a455ea,N379HA,A332,KSFO,RJTT,2020-03-27 16:42:35+00:00,2020-03-28 10:16:24+00:00,20200328,San Francisco International Airport,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,KSFO,SFO,SFO,Tokyo Haneda International Airport,35.552299,139.779999,35.0,AS,JP,JP-13,Tokyo,RJTT,HND,
621102,CPA3272,CX3272,780a28,B-LJF,B748,VHHH,PANC,2020-03-27 16:45:49+00:00,2020-03-28 01:51:04+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152.0,,US,US-AK,Anchorage,PANC,ANC,ANC
621122,UAE9839,,8963a1,A6-EFN,B77L,VHHH,OMDW,2020-03-27 16:47:15+00:00,2020-03-28 00:47:22+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Al Maktoum International Airport,24.896356,55.161389,114.0,AS,AE,AE-DU,Jebel Ali,OMDW,DWC,
621132,CPA880,CX880,78022e,B-KPO,B77W,VHHH,KLAX,2020-03-27 16:48:54+00:00,2020-03-28 05:15:59+00:00,20200328,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,,Los Angeles International Airport,33.94250107,-118.40799709999999,125.0,,US,US-CA,Los Angeles,KLAX,LAX,LAX
621186,AFL262,SU262,42454b,VQ-BMV,A333,UUEE,UUEE,2020-03-27 16:56:05+00:00,2020-03-28 14:40:23+00:00,20200328,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,,Sheremetyevo International Airport,55.972599,37.4146,622.0,EU,RU,RU-MOS,Moscow,UUEE,SVO,
621208,SBI5249,S75249,424582,VQ-BRK,B738,UNNT,UNNT,2020-03-27 16:57:37+00:00,2020-03-28 06:27:26+00:00,20200328,Tolmachevo Airport,55.012599945068,82.650703430176,365.0,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,,Tolmachevo Airport,55.012599945068,82.650703430176,365.0,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,
621225,THY6642,TK6642,4bb14d,,,EHBK,KJFK,2020-03-27 16:59:48+00:00,2020-03-28 00:14:29+00:00,20200328,Maastricht Aachen Airport,50.911701,5.7701400000000005,375.0,EU,NL,NL-LI,Maastricht,EHBK,MST,,John F Kennedy International Airport,40.63980103,-73.77890015,13.0,,US,US-NY,New York,KJFK,JFK,JFK
