,Col0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,org_name,org_latitude_deg,org_longitude_deg,org_elevation_ft,org_continent,org_iso_country,org_iso_region,org_municipality,org_gps_code,org_iata_code,org_local_code,dst_name,dst_latitude_deg,dst_longitude_deg,dst_elevation_ft,dst_continent,dst_iso_country,dst_iso_region,dst_municipality,dst_gps_code,dst_iata_code,dst_local_code
133944,218288,UAE9871,EK9871,896172,A6-EFL,B77L,OMDB,OMDB,2020-04-21 04:06:14+00:00,2020-04-22 00:11:56+00:00,20200422,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,,Dubai International Airport,25.252799987800003,55.3643989563,62.0,AS,AE,AE-DU,Dubai,OMDB,DXB,
134257,218994,CSN467,CZ467,7804c6,B-2071,B77L,EHAM,EDDF,2020-04-21 07:53:01+00:00,2020-04-22 10:15:54+00:00,20200422,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,
134269,219016,ETH3508,ET3508,04008b,ET-ARI,B77L,OMSJ,SBGR,2020-04-21 07:56:59+00:00,2020-04-22 09:50:24+00:00,20200422,Sharjah International Airport,25.32859992980957,55.5172004699707,111.0,AS,AE,AE-SH,Sharjah,OMSJ,SHJ,,Guarulhos - Governador Andr茅 Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,2459.0,SA,BR,BR-SP,S茫o Paulo,SBGR,GRU,
134276,219027,UPS32,5X32,a771a8,N579UP,B744,KSDF,YSSY,2020-04-21 07:59:20+00:00,2020-04-22 04:36:24+00:00,20200422,Louisville Muhammad Ali International Airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,KSDF,SDF,SDF,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
134425,8677,QTR875,QR875,06a2c7,A7-BEX,B77W,OTHH,OTHH,2020-04-21 08:49:33+00:00,2020-04-22 01:53:27+00:00,20200422,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
134528,219550,QTR860,QR860,06a040,A7-AEF,A333,OTHH,OTHH,2020-04-21 09:30:19+00:00,2020-04-22 02:40:13+00:00,20200422,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,,Hamad International Airport,25.273056,51.608056,13.0,AS,QA,QA-DA,Doha,OTHH,DOH,
134642,219792,KYE4504,GG4504,ac7a61,N903AR,B744,KMIA,KMIA,2020-04-21 10:09:37+00:00,2020-04-22 06:04:28+00:00,20200422,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,KMIA,MIA,MIA
134753,219967,UPS58,5X58,a806d8,N616UP,B748,KONT,VHHH,2020-04-21 10:40:29+00:00,2020-04-22 07:11:59+00:00,20200422,Ontario International Airport,34.05599975585937,-117.60099792480469,944.0,,US,US-CA,Ontario,KONT,ONT,ONT,Hong Kong International Airport,22.308901000000002,113.915001,28.0,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
134770,219998,DLH727,LH727,3c6704,D-AIXD,A359,RKSI,EDDM,2020-04-21 10:44:42+00:00,2020-04-22 03:06:34+00:00,20200422,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,EDDM,MUC,
134785,220019,SOO237,9S237,aa8499,N777SA,B77L,KCVG,RKSI,2020-04-21 10:47:50+00:00,2020-04-22 00:45:25+00:00,20200422,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,KCVG,CVG,CVG,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
134794,220034,GEC8400,LH8400,3c70c1,D-ALFA,B77L,EDDF,RKSI,2020-04-21 10:50:57+00:00,2020-04-22 01:36:23+00:00,20200422,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,Incheon International Airport,37.46910095214844,126.45099639892578,23.0,AS,KR,KR-28,Seoul,RKSI,ICN,
134807,220054,FDX77,FX77,abc1da,N857FD,B77L,KOAK,YSSY,2020-04-21 10:54:52+00:00,2020-04-22 05:31:37+00:00,20200422,Metropolitan Oakland International Airport,37.721298,-122.221001,9.0,,US,US-CA,Oakland,KOAK,OAK,OAK,Sydney Kingsford Smith International Airport,-33.94609832763672,151.177001953125,21.0,OC,AU,AU-NSW,Sydney,YSSY,SYD,
